name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
bangkok,2026-04-17T00:00:00,30,37.3,26,79.19,0,0,,0,0,37.1,18.2,200,1008,25,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T01:00:00,30,37.3,26,79.19,0,0,,0,0,36.7,16.9,190,1008,34.1,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T02:00:00,30,36.8,25.6,77.49,0,0,,0,0,33.8,15.7,184,1008,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T03:00:00,30,36.8,25.6,77.49,0,0,,0,0,30.6,14.9,180,1007,34.1,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T04:00:00,30,36.8,25.6,77.49,0,0,,0,0,29.9,11.8,171,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T05:00:00,29.3,35.7,25.6,80.38,0,0,,0,0,28.8,11.2,184,1008,48,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T06:00:00,30,36.8,25.6,77.49,0,0,,0,0,28.1,13.6,180,1008,48,10,5,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T07:00:00,30,36.8,25.6,77.49,0,0,,0,0,24.1,14.6,174,1009,25,10,78,0.3,1,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T08:00:00,31.6,39.4,25.6,70.58,0,0,,0,0,20.2,19.3,174,1010,34.1,10,263,0.9,3,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T09:00:00,32.6,40.9,25.6,66.7,0,0,,0,0,19.1,19.8,186,1010,34.1,10,248,0.9,2,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T10:00:00,33.6,41.3,25,60.72,0,0,,0,0,19.1,18.8,199,1010,34.1,10,556,2,6,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T11:00:00,35.2,42.1,24,52.22,0,0,,0,0,19.1,18.7,196,1010,50,10,779,2.8,8,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T12:00:00,34.6,41.3,24,54.09,0,0,,0,0,18.7,17.2,209,1009.4,50,10,764,2.8,8,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T13:00:00,35.6,42.6,24,51.17,0,0,,0,0,17.3,16.4,197,1008,50,10,320,1.2,3,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T14:00:00,35.9,43.3,24.2,51.24,0,0,,0,0,16.2,18,196,1007,40.9,10,220,0.8,2,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T15:00:00,35.6,43,24.2,52.01,0,0,,0,0,16.2,20.5,191,1006,25,10,528,1.9,5,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T16:00:00,35.6,41.7,23.2,48.97,0,0,,0,0,18.7,17.5,204,1005,25,10,348,1.3,3,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T17:00:00,35.2,41.2,23.2,49.97,0,0,,0,0,19.8,20,184,1004.4,25,10,103,0.4,1,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T18:00:00,33.6,38.4,22.6,52.66,0,0,,0,0,21.2,21.1,190,1006,25,10,20,0.1,0,3,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-17T19:00:00,32,36.7,22.9,59.03,0,0,,0,0,28.1,19.3,196,1006.4,25,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T20:00:00,31,35.5,23,62.85,0,0,,0,0,33.8,21.8,200,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T21:00:00,31.6,36.6,23.3,61.62,0,0,,0,0,24.8,19.1,177,1008,25,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T22:00:00,31,36.7,24.2,67.45,0,0,,0,0,28.4,19.1,180,1009,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-17T23:00:00,31,36.4,24,66.37,0,0,,0,0,31.3,21.7,184,1009,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T00:00:00,30,36.1,25,74.62,0,0,,0,0,30.6,16.1,174,1009,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T01:00:00,30,36.1,25,74.62,0,0,,0,0,27,18.4,174,1009,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T02:00:00,30,36.1,25,74.62,0,0,,0,0,24.1,13.6,184,1008,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T03:00:00,30,36.1,25,74.62,0,0,,0,0,23.8,11.8,174,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T04:00:00,29.6,35.5,25,76.21,0,0,,0,0,23,13,177,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T05:00:00,29,35.1,25.6,82.09,0,0,,0,0,24.5,9.4,161,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T06:00:00,28.3,33.6,25.3,83.82,0,0,,0,0,24.1,12.3,105,1008,40.9,9.4,4,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T07:00:00,28.7,34.3,25.3,82.06,0,0,,0,0,21.6,10.5,122,1008,25,9.4,75,0.3,1,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T08:00:00,30.3,37.4,25.6,75.88,0,0,,0,0,21.6,13.1,135,1009,34.1,10,232,0.8,2,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T09:00:00,32,39.4,25.2,67.65,0,0,,0,0,20.2,11.8,145,1010,34.1,10,419,1.5,4,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T10:00:00,33.6,40.8,24.6,59.41,0,0,,0,0,18.7,13.6,204,1010,34.1,10,698,2.5,7,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T11:00:00,35.2,42.1,24,52.22,0,0,,0,0,17.6,13.1,194,1009,25,10,706,2.5,7,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T12:00:00,36.2,43.9,24.3,50.51,0,0,,0,0,17.3,14.6,200,1008.4,25,10,742,2.7,7,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T13:00:00,36.9,44.8,24.3,48.79,0,0,,0,0,16.2,12.5,200,1007.4,25,10,446,1.6,4,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T14:00:00,36.9,44.8,24.3,48.79,0,0,,0,0,14.4,14.6,199,1006.4,25,10,603,2.2,6,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T15:00:00,36.9,45.2,24.6,49.58,0,0,,0,0,15.1,18.4,204,1005.4,25,10,445,1.6,4,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T16:00:00,36.2,42.8,23.5,48.06,0,0,,0,0,18.4,17.2,197,1005,40.9,10,73,0.3,1,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T17:00:00,35.2,41.2,23.2,49.97,0.1,100,rain,0,0,18.4,16.1,194,1005,25,10,126,0.5,1,10,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD"
bangkok,2026-04-18T18:00:00,34.2,37.9,21.3,47.04,0,0,,0,0,24.1,18.2,184,1005,25,10,34,0.1,0,3,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-18T19:00:00,32.6,37.5,22.9,56.95,0,0,,0,0,22.3,19.8,190,1006,25,10,0,0,0,3,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T20:00:00,31.6,37.3,24,64.02,0,0,,0,0,25.2,19.8,194,1007,25,10,0,0,0,3,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T21:00:00,31,36.4,24,66.37,0,0,,0,0,29.5,18,206,1007,25,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T22:00:00,31,36,23.6,64.93,0,0,,0,0,31.7,20.5,190,1008,25,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-18T23:00:00,31,35.7,23.3,63.88,0,0,,0,0,34.6,20.5,184,1008,25,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T00:00:00,30.6,35.9,24,67.77,0,0,,0,0,33.1,17.2,184,1008,25,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T01:00:00,30,36.1,25,74.62,0,0,,0,0,30.6,15.7,177,1008,25,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T02:00:00,30,36.1,25,74.62,0,0,,0,0,30.6,16.9,174,1008,48,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T03:00:00,30,36.1,25,74.62,0,0,,0,0,29.9,14.6,184,1007,48,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T04:00:00,30,36.1,25,74.62,0,0,,0,0,29.5,14.3,177,1007,34.1,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T05:00:00,30,36.1,25,74.62,0,0,,0,0,27.7,16.1,167,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T06:00:00,30,36.1,25,74.62,0,0,,0,0,26.6,14.9,174,1008,25,10,5,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T07:00:00,30,36.1,25,74.62,0,0,,0,0,25.9,13.8,174,1008,25,10,79,0.3,1,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T08:00:00,31.6,38.1,24.6,66.5,0,0,,0,0,23.8,18.2,190,1009,25,10,158,0.6,2,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T09:00:00,33,40.5,25,62.92,0,0,,0,0,21.2,21.1,180,1009,25,10,382,1.4,4,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T10:00:00,33.6,40,24,57.19,0,0,,0,0,20.9,17.5,181,1009.4,25,10,678,2.4,7,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T11:00:00,34.2,41.7,24.6,57.34,0,0,,0,0,19.4,17.5,194,1009.4,25,10,708,2.5,7,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T12:00:00,35.6,43.5,24.6,53.16,0,0,,0,0,18.7,15.7,196,1009,25,10,674,2.4,7,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T13:00:00,35.6,42.6,24,51.17,0,0,,0,0,18.7,15.7,196,1008,25,10,569,2,6,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T14:00:00,36.2,42.9,23.6,48.34,0,0,,0,0,18.7,16.1,200,1006.4,25,10,534,1.9,5,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T15:00:00,36.2,42.5,23.2,47.29,0,0,,0,0,19.1,18,206,1005,25,10,453,1.6,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T16:00:00,35.6,41.7,23.2,48.97,0,0,,0,0,22,19.3,184,1004.4,25,10,270,1,3,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T17:00:00,34.2,38.1,21.6,47.82,0,0,,0,0,26.3,21.8,186,1004.4,25,10,117,0.4,1,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T18:00:00,33.6,37.7,21.9,50.67,0,0,,0,0,31,19.8,177,1005,25,10,17,0.1,0,8,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-19T19:00:00,32,37.8,24,62.7,0,0,,0,0,35.3,18.2,194,1005,25,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T20:00:00,31.6,37.7,24.3,65.44,0,0,,0,0,39.2,26.6,190,1006.4,25,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T21:00:00,31.3,36.5,23.6,63.59,0,0,,0,0,39.2,24.8,180,1008,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T22:00:00,31,36.8,24.3,67.84,0,0,,0,0,36.7,22.8,176,1009,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-19T23:00:00,31,37.2,24.6,68.94,0,0,,0,0,34.9,19.8,180,1009,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T00:00:00,30,35.7,24.6,73.01,0,0,,0,0,34.2,14.9,184,1009,25,10,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T01:00:00,30.3,36.2,24.6,71.49,0,0,,0,0,30.2,18.7,167,1008,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T02:00:00,30.3,36.2,24.6,71.49,0,0,,0,0,28.8,18.7,167,1008,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T03:00:00,30,36.1,25,74.62,0,0,,0,0,27,15.9,174,1007.6,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T04:00:00,30,36.1,25,74.62,0,0,,0,0,27.4,14.8,167,1007,40.9,10,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T05:00:00,30,36.1,25,74.62,0,0,,0,0,24.1,13,164,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T06:00:00,30,36.8,25.6,77.49,0,0,,0,0,22,11.3,174,1008,40.9,10,3,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T07:00:00,29.3,35.7,25.6,80.38,0,0,,0,0,22,11.3,136,1009,50,10,75,0.3,1,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T08:00:00,30.3,36.6,25,73.07,0,0,,0,0,19.1,16.4,148,1009,34.1,10,208,0.7,2,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T09:00:00,32.6,39.5,24.6,62.84,0,0,,0,0,17.6,18.7,186,1010,50,10,407,1.5,4,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T10:00:00,33.6,40,24,57.19,0,0,,0,0,14.4,18.2,177,1010,40.9,10,566,2,6,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T11:00:00,35.2,41.3,23.3,50.26,0,0,,0,0,12.6,17.5,196,1009,34.1,10,371,1.3,4,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T12:00:00,35.2,41.3,23.3,50.26,0,0,,0,0,12.6,14.6,193,1009,34.1,10,725,2.6,7,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T13:00:00,35.9,42.1,23.3,48.53,0,0,,0,0,13.7,18.7,187,1008,34.1,10,555,2,6,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T14:00:00,35.9,41.4,22.7,46.7,0,0,,0,0,14.4,17.7,190,1006.4,25,10,593,2.1,6,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T15:00:00,35.9,41,22.3,45.68,0,0,,0,0,14,17,180,1005.4,25,10,451,1.6,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T16:00:00,35.2,40,22.2,47.03,0,0,,0,0,16.2,22.5,196,1004.4,25,10,346,1.2,3,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T17:00:00,33.6,38.5,22.7,52.97,0,0,,0,0,18.7,23.2,180,1005,25,10,179,0.6,2,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T18:00:00,32.6,37.2,22.7,56.03,0,0,,0,0,25.2,16.9,167,1005,25,10,45,0.2,0,3,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-20T19:00:00,32,38.2,24.3,64.09,0,0,,0,0,30.2,20.5,167,1006,25,10,1,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T20:00:00,31,38.1,25.3,72.02,0,0,,0,0,33.1,21.8,177,1007,25,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T21:00:00,31,37.6,25,70.47,0,0,,0,0,33.5,23,186,1008,25,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T22:00:00,31,37.2,24.6,68.94,0,0,,0,0,32,18,180,1009,25,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-20T23:00:00,31,37.2,24.6,68.94,0,0,,0,0,32.8,17.7,174,1009,25,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-21T00:00:00,30.3,36.2,24.6,71.49,0,0,,0,0,32,17.2,167,1009,25,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-21T01:00:00,30,36.1,25,74.62,0,0,,0,0,29.5,17.5,190,1008,25,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-21T02:00:00,30,36.1,25,74.62,0,0,,0,0,29.5,16.1,177,1007,25,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-21T03:00:00,28.7,33.9,25,80.29,0,0,,0,0,28.1,13.1,136,1007,25,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-21T04:00:00,28.7,33.9,25,80.29,0,0,,0,0,25.6,10.7,136,1007,40.9,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-21T05:00:00,28.3,33.6,25.3,83.82,0,0,,0,0,24.1,11.8,126,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-21T06:00:00,27.3,31.5,25.3,88.86,0,0,,0,0,24.8,11.2,103,1007,25,9.4,1,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
bangkok,2026-04-21T07:00:00,27.7,32.3,25.3,86.98,0,0,,0,0,23,8.2,107,1008,25,8.7,42,0.2,0,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-21T08:00:00,29,34.8,25.3,80.79,0,0,,0,0,18.4,10.5,116,1009,34.1,9.4,140,0.5,1,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-21T09:00:00,30.3,37.4,25.6,75.88,0,0,,0,0,15.5,10.5,127,1009,34.1,9.4,326,1.2,3,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-21T10:00:00,32,39.4,25.2,67.65,0,0,,0,0,14,13,168,1009,40.9,9.4,473,1.7,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-21T11:00:00,34.2,40.8,24,55.2,0,0,,0,0,12.2,17.5,187,1009,40.9,10,506,1.8,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-21T12:00:00,34.6,41.3,24,54.09,0,0,,0,0,11.5,18.7,196,1008,40.9,10,640,2.3,6,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-21T13:00:00,35.2,40.1,22.3,47.3,0,0,,0,0,12.2,16.4,206,1007,40.9,10,528,1.9,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-21T14:00:00,35.2,40.9,22.9,49.16,0,0,,0,0,11.9,18,187,1006.4,25,10,511,1.8,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
bangkok,2026-04-21T15:00:00,36.5,38.1,18.3,34.38,0,0,,0,0,11.9,19.4,166.6,1005,4.6,24.1,840,3,8,10,Clear,clear-day,
bangkok,2026-04-21T16:00:00,35.7,36.9,17.9,35.04,0,0,,0,0,15.5,22.3,163,1004,1.2,24.1,658,2.4,7,10,Clear,clear-day,
bangkok,2026-04-21T17:00:00,34.5,35.7,18.1,37.92,0,0,,0,0,27.4,25.2,148.3,1004,0,24.1,432,1.6,4,10,Clear,clear-day,
bangkok,2026-04-21T18:00:00,33.3,35.3,19.6,44.54,0,0,,0,0,32,25.9,158.2,1004,0,24.1,187,0.7,2,3,Clear,clear-day,
bangkok,2026-04-21T19:00:00,31.7,35.5,22.2,57.2,0,0,,0,0,36.7,29.2,174.3,1005,0,24.1,0,0,0,8,Clear,clear-night,
bangkok,2026-04-21T20:00:00,31,35.8,23.4,64.02,0,0,,0,0,36.7,29.2,172.8,1006,0.4,24.1,0,0,0,15,Clear,clear-night,
bangkok,2026-04-21T21:00:00,30.5,35.3,23.6,66.67,0,0,,0,0,34.6,27,170.7,1007,0.3,24.1,0,0,0,30,Clear,clear-night,
bangkok,2026-04-21T22:00:00,30.3,35,23.6,67.44,0,0,,0,0,34.6,25.9,174.6,1008,5.3,24.1,0,0,0,30,Clear,clear-night,
bangkok,2026-04-21T23:00:00,30.1,34.4,23.3,67,0,0,,0,0,34.9,24.5,176,1008,6.2,24.1,0,0,0,30,Clear,clear-night,
